article_id,title,link,published_date,source,supplier,risk_direction,geopolitical_regulatory,agricultural_environmental,financial_operational,supply_chain_logistics,market_competitive,predicted_geopolitical_regulatory,predicted_agricultural_environmental,predicted_financial_operational,predicted_supply_chain_logistics,predicted_market_competitive,predicted_risk_direction,total_risk_score,risk_rank
686,Retail India News: Board of Welspun Living Appoints Naiyya Saggi as Independent Director,https://www.indianretailer.com/news/retail-india-news-board-welspun-living-appoints-naiyya-saggi-independent-director,2024-05-07 07:00:00+00:00,Indian Retailer,Welspun Living Limited,negative,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,0,negative,0.0625,778.0
687,Trident Targets Threefold Growth In Domestic Home Textiles By Fiscal 2026,https://www.ndtvprofit.com/business/trident-targets-threefold-growth-in-domestic-home-textiles-by-fiscal-2026,2023-08-21 07:00:00+00:00,NDTV Profit,,negative,0.17647058823529413,0.1875,0.35294117647058826,0.0,1.4375,1,0,1,0,1,negative,2.1544117647058822,199.0
688,"YES Bank, Suzlon, Jai Balaji: These 50 companies posted over 100% jump in Q3 net profit",https://www.businesstoday.in/markets/stocks/story/yes-bank-suzlon-jai-balaji-these-50-companies-posted-over-100-jump-in-q3-net-profit-416355-2024-02-06,2024-02-06 08:00:00+00:00,Business Today,Welspun Living Limited,negative,0.0,0.375,1.0,0.14285714285714285,0.4375,0,1,1,1,1,negative,1.9553571428571428,221.0
689,Team LIC strikes gold with 15-member squad of multibagger stocks. Which ones to buy?,https://m.economictimes.com/markets/stocks/news/team-lic-strikes-gold-with-15-member-squad-of-multibagger-stocks-which-ones-to-buy/articleshow/104842032.cms,2023-10-31 07:00:00+00:00,The Economic Times,Welspun Living Limited,negative,0.058823529411764705,0.0,0.6470588235294118,0.07142857142857142,1.0625,0,0,1,0,1,negative,1.8398109243697478,243.0
690,"Textile stocks to benefit from Govt's ₹ 10,000 Cr PLI scheme for the sector; Do you hold any?",https://tradebrains.in/features/textile-stocks-to-benefit-from-govts-10000-cr-pli-scheme-for-the-sector-do-you-hold-any/,2024-06-26 07:00:00+00:00,Trade Brains,Welspun Living Limited,negative,0.7647058823529411,0.0625,0.5294117647058824,0.07142857142857142,0.8125,1,0,1,0,1,negative,2.2405462184873945,189.0
691,"Stocks in focus today: DEE Development Engineers, YES Bank, Indus Towers, MapmyIndia, Bank of Maharashtra",https://www.businesstoday.in/markets/stocks/story/stocks-in-focus-today-dee-development-engineers-yes-bank-indus-towers-mapmyindia-bank-of-maharashtra-434700-2024-06-26,2024-06-26 07:00:00+00:00,Business Today,Welspun Living Limited,negative,0.0,0.0,0.058823529411764705,0.2857142857142857,0.25,0,0,0,1,1,negative,0.5945378151260504,569.0
692,Adani Group to ink Rs 400 crore deal to buy Welspun’s two ready-to-build coal plants,https://m.economictimes.com/industry/indl-goods/svs/metals-mining/adani-group-to-ink-rs-400-crore-deal-to-buy-welspuns-two-ready-to-build-coal-plants/articleshow/49221203.cms,2015-10-05 07:00:00+00:00,The Economic Times,,negative,0.058823529411764705,0.1875,0.5294117647058824,0.0,0.0625,0,1,1,0,0,negative,0.8382352941176471,472.0
693,Welspun Living shares fall over 7% on Q3 FY25 results,https://www.businessupturn.com/finance/stock-market/welspun-living-shares-fall-over-7-on-q3-fy25-results/,2025-01-30 09:55:23+00:00,Business Upturn,Welspun Living Limited,negative,0.0,0.1875,0.6470588235294118,0.0,0.6875,0,1,1,0,1,negative,1.5220588235294117,293.0
694,"Welspun Living Q3 Results: Net Profit falls 31.6% YoY, Revenue at Rs 2,528 crore",https://www.businessupturn.com/business/corporates/welspun-living-q3-results-net-profit-falls-31-6-yoy-revenue-at-rs-2528-crore/,2025-01-30 09:50:56+00:00,Business Upturn,Welspun Living Limited,negative,0.058823529411764705,0.125,1.0588235294117647,0.0,0.625,0,0,1,0,1,negative,1.8676470588235294,236.0
695,"Welspun Living Share Price target 2025, 2025, 2026, 2027, 2028, 2029 To 2030",https://browvopetshop.com/welspun-living-share-price-target/,2025-01-10 08:52:44+00:00,Browvopetshop,Welspun Living Limited,negative,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,0,negative,0.0625,778.0
712,KPMG ESG conclave and awards 2024: Leading the charge for sustainable growth in India Inc.,https://m.economictimes.com/news/company/corporate-trends/kpmg-esg-conclave-and-awards-2024-leading-the-charge-for-sustainable-growth-in-india-inc-/articleshow/113705803.cms,2024-09-26 07:00:00+00:00,The Economic Times,Welspun Living Limited,negative,2.411764705882353,4.5,1.1764705882352942,0.5714285714285714,2.25,1,1,1,1,1,negative,10.909663865546218,21.0
729,CEOs' confidence in growth of own companies declines: Report,https://timesofindia.indiatimes.com/business/india-business/ceos-confidence-in-growth-of-own-companies-declines-report/articleshow/113887671.cms,2024-10-04 07:00:00+00:00,The Times of India,Welspun Living Limited,negative,0.23529411764705882,0.3125,0.11764705882352941,0.14285714285714285,0.9375,1,1,0,0,1,negative,1.745798319327731,261.0
730,Crisis in Bangladesh boosts shares of Indian textile makers,"https://be.fashionnetwork.com/en-be/news/Crisis-in-bangladesh-boosts-shares-of-indian-textile-makers,1655977.html",2024-08-06 07:00:00+00:00,Fashionnetwork USA,Welspun Living Limited,positive,0.47058823529411764,0.0,0.0,0.21428571428571427,0.1875,1,0,0,1,1,positive,0.8723739495798319,452.0
741,IKIO Lighting IPO opens for subscription today: Should you apply? See what analysts say,https://www.businesstoday.in/visualstories/stock/ikio-lighting-ipo-opens-for-subscription-today-should-you-apply-see-what-analysts-say-ikio-lighting-ipo-gmp-40647-06-06-2023,2023-06-06 07:00:00+00:00,Business Today,,negative,0.058823529411764705,0.0,0.5294117647058824,0.0,0.5,0,0,1,0,1,negative,1.0882352941176472,392.0
742,The Uniform Code: A Sector Poised For Growth,https://apparelresources.com/business-news/manufacturing/the-uniform-code-a-sector-poised-for-growth/,2023-12-11 08:00:00+00:00,Apparel Resources,Arvind Limited,negative,0.5882352941176471,0.25,0.5882352941176471,0.07142857142857142,1.625,1,1,1,0,1,negative,3.1228991596638656,124.0
744,Welspun India’s No.1 home textiles manufacturer targeting global leadership,https://www.indiantextilemagazine.in/welspun-indias-1-home-textiles-manufacturer-targeting-global-leadership/,2021-06-15 19:39:02+00:00,The Textile Magazine,,negative,0.5882352941176471,0.1875,1.1764705882352942,0.07142857142857142,1.5,1,1,1,0,1,negative,3.5236344537815127,94.0
746,Stocks to Buy: 6 Stocks to buy for an upside of more than 40%,https://tradebrains.in/features/stocks-to-buy-6-stocks-to-buy-for-an-upside-of-more-than-40/,2024-11-03 07:00:00+00:00,Trade Brains,Welspun Living Limited,negative,0.0,0.0,0.47058823529411764,0.0,0.4375,0,0,1,0,1,negative,0.9080882352941176,441.5
748,Johnson & Johnson to spin off consumer division,"https://in.fashionnetwork.com/news/Johnson-johnson-to-spin-off-consumer-division,1352405.html",2021-11-12 08:00:00+00:00,FashionNetwork.com,,negative,0.23529411764705882,0.0,0.11764705882352941,0.0,1.0625,0,0,1,0,1,negative,1.4154411764705883,317.0
749,"Nandani Creation Ltd Share Price Today, JAIPURKURT Share Price NSE, BSE",https://www.businesstoday.in/stocks/nandani-creation-ltd-jaipurkurt-share-price-366233,2023-01-31 09:22:21+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.1875,0,0,0,0,1,negative,0.3639705882352941,663.5
750,Popular Demergers in India – Demerger Meaning and its Impacts!,https://tradebrains.in/popular-demergers-in-india/,2023-07-01 07:00:00+00:00,Trade Brains,,negative,0.058823529411764705,0.25,0.35294117647058826,0.0,4.5,0,1,1,0,1,negative,5.161764705882353,54.0
751,Naiyya Saggi - Independent Director - Tanla Platforms Limited,https://in.linkedin.com/in/naiyyasaggi,2014-07-04 06:58:17+00:00,AVID LEGAL | LinkedIn,Welspun Living Limited,negative,0.0,0.0,0.29411764705882354,0.0,0.3125,0,0,1,0,0,negative,0.6066176470588236,558.0
754,"Welspun India commits to SBTi of Net-Zero Standard, Business Ambition",https://udaipurkiran.com/welspun-india-commits-to-sbti-of-net-zero-standard-business-ambition/,2022-01-27 08:00:00+00:00,Udaipur Kiran,,negative,0.058823529411764705,0.625,0.11764705882352941,0.07142857142857142,0.0,0,1,1,0,0,negative,0.8728991596638656,451.0
766,World Diabetes Day: Understanding Diabetes & Diabetic Retinopathy Risks | N18G,https://www.moneycontrol.com/news/videos/world/world-diabetes-day-understanding-diabetes-diabetic-retinopathy-risks-n18g-12867270.html,2024-11-14 08:00:00+00:00,Moneycontrol,,positive,0.17647058823529413,0.0,0.0,0.0,0.0,0,0,0,0,0,negative,0.17647058823529413,726.0
768,KPMG 2024 CEO Outlook,https://kpmg.com/in/en/insights/2024/10/kpmg-2024-india-ceo-outlook.html,2024-12-04 15:38:53+00:00,KPMG,,negative,0.058823529411764705,0.0,0.0,0.0,0.1875,0,0,0,0,1,negative,0.24632352941176472,698.5
781,"Bangladesh Protests: Textile stocks Gokaldas Exports, Arvind and 6 others jump up to 19% – here’s why",https://www.livemint.com/market/stock-market-news/bangladesh-protests-textile-stocks-gokaldas-exports-arvind-and-6-others-jump-up-to-19-heres-why-11722930457825.html,2024-08-06 07:00:00+00:00,Mint,Welspun Living Limited,negative,1.1764705882352942,0.0,0.5882352941176471,0.07142857142857142,0.3125,1,0,1,0,1,negative,2.1486344537815123,200.0
784,Welspun India advances significantly in the Dow Jones Sustainability Index score in 2022,https://www.freepressjournal.in/business/welspun-india-advances-significantly-in-the-dow-jones-sustainability-index-score-in-2022,2023-03-27 07:00:00+00:00,Free Press Journal,,negative,0.058823529411764705,0.75,0.11764705882352941,0.0,0.0625,0,1,1,0,0,negative,0.9889705882352942,422.0
800,Raining Buybacks: 6 companies announce buybacks post Budget. More to follow?,https://m.economictimes.com/markets/stocks/news/raining-buybacks-6-companies-announce-buybacks-post-budget-more-to-follow/articleshow/112158026.cms,2024-07-31 07:00:00+00:00,The Economic Times,Welspun Living Limited,negative,0.35294117647058826,0.0625,0.29411764705882354,0.0,0.875,1,0,1,0,1,negative,1.5845588235294117,287.0
804,"Bharti Airtel, Adani Power, BHEL, Ambuja Cements, Sun Pharma, IGL, Pfizer, Indian Oil Q2 Results Today",https://www.ndtvprofit.com/quarterly-earnings/q2-results-october-28-bharti-airtel-adani-power-ambuja-cements-sun-pharma,2024-10-28 07:00:00+00:00,NDTV Profit,Welspun Living Limited,negative,0.11764705882352941,0.3125,2.6470588235294117,0.0,0.25,1,1,1,0,1,negative,3.327205882352941,111.0
807,"Welspun Living to launch ₹278 crore share buyback on August 9, stock rises nearly 4%",https://upstox.com/news/market-news/stocks/welspun-living-to-launch-278-crore-share-buyback-on-august-9-stock-rises-nearly-4-1/article-108258/,2024-08-07 10:22:54+00:00,Upstox,Welspun Living Limited,negative,0.0,0.0,0.11764705882352941,0.0,0.4375,0,0,1,0,1,negative,0.5551470588235294,582.5
811,Why fabric fraud is so easy to hide,https://www.bbc.com/future/article/20230206-fabric-fraud-how-to-spot-fake-fabric-claims,2023-02-06 08:00:00+00:00,BBC.com,,negative,0.058823529411764705,1.4375,0.5294117647058824,1.4285714285714286,1.75,0,1,1,1,1,negative,5.204306722689076,51.0
814,Stock to buy today: Welspun India (₹162.70): BUY,https://www.thehindubusinessline.com/portfolio/technical-analysis/stock-to-buy-today-welspun-india-16270-buy/article67540123.ece,2023-11-17 08:00:00+00:00,BusinessLine,,positive,0.0,0.0,0.23529411764705882,0.0,0.1875,0,0,0,0,1,negative,0.4227941176470588,633.0
815,Garware Technical Fibres Ltd (GARFIBRES) Share Price,https://www.businesstoday.in/stocks/garware-technical-fibres-ltd-garfibres-share-price-362810,2023-01-23 17:10:48+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.125,0,0,0,0,1,negative,0.3014705882352941,687.5
819,Welspun One buys 22-acre land on Gurugram-NH8 corridor to build logistic park at Rs 125 crore,https://m.economictimes.com/industry/services/property-/-cstruction/welspun-one-buys-22-acre-land-on-gurugram-nh8-corridor-to-build-logistic-park-at-rs-125-crore/articleshow/112651936.cms,2024-08-20 07:00:00+00:00,The Economic Times,,negative,0.058823529411764705,0.0,0.058823529411764705,0.6428571428571429,0.25,0,0,1,0,1,negative,1.0105042016806722,416.0
833,Volumes jump at Godrej Consumer Products Ltd counter,https://www.business-standard.com/markets/capital-market-news/volumes-jump-at-godrej-consumer-products-ltd-counter-124120900226_1.html,2024-12-09 08:00:00+00:00,Business Standard,,negative,0.0,0.0,0.0,0.0,0.0625,0,0,0,0,0,negative,0.0625,778.0
855,Welspun Living Opens New Fully-automated $12.5 Million Pillow Factory in Ohio,https://www.deccanchronicle.com/world/welspun-living-opens-new-fully-automated-125-million-pillow-factory-in-ohio-1830352,2024-10-15 07:00:00+00:00,Deccan Chronicle,Welspun Living Limited,negative,0.0,0.0625,0.8235294117647058,0.07142857142857142,0.4375,0,0,1,0,1,negative,1.3949579831932772,320.0
868,Indian Textile Stocks Soar On Hopes To Benefit From Bangladesh Crisis,https://www.ndtvprofit.com/markets/indian-textile-stocks-soar-on-hopes-to-benefit-from-bangladesh-crisis,2024-08-06 07:00:00+00:00,NDTV Profit,Welspun Living Limited,negative,0.4117647058823529,0.0,0.0,0.0,0.1875,1,0,0,0,1,negative,0.5992647058823529,567.0
872,Paramount Dye Tec Ltd (PARAMOUNT) Share Price,https://www.businesstoday.in/stocks/paramount-dye-tec-ltd-paramount-share-price-450265,2025-01-31 08:00:00+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.125,0,0,0,0,1,negative,0.3014705882352941,687.5
873,"Hot stocks for next week: Adani Group, Tata Communications, Welspun India, SBI and more",https://www.businesstoday.in/visualstories/stock/hot-stocks-for-next-week-adani-group-tata-communications-welspun-india-sbi-and-more-44587-25-06-2023,2023-06-23 07:00:00+00:00,Business Today,,negative,0.0,0.0,0.058823529411764705,0.0,0.25,0,0,1,0,1,negative,0.3088235294117647,681.5
874,"United Cotfab Ltd Share Price Today, Stock Price BSE",https://www.businesstoday.in/stocks/united-cotfab-ltd-share-price-435642,2024-07-03 15:49:24+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.1875,0,0,0,0,1,negative,0.3639705882352941,663.5
879,"Indus Towers Approves Rs 2,640 Crore Buyback; Shares Trade Flat",https://www.equitypandit.com/indus-towers-approves-rs-2640-crore-buyback-shares-trade-flat/,2024-07-31 07:00:00+00:00,EquityPandit,Welspun Living Limited,negative,0.17647058823529413,0.0,0.17647058823529413,0.0,0.1875,1,0,1,0,1,negative,0.5404411764705883,590.5
881,"Modern Denim Ltd Share Price Today, MODERNDENM Share Price NSE, BSE",https://www.businesstoday.in/stocks/modern-denim-ltd-moderndenm-share-price-361463,2023-01-31 09:33:07+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.1875,0,0,0,0,1,negative,0.3639705882352941,663.5
882,5 Textile stocks in focus after international fashion brands likely to divert their orders to India,https://tradebrains.in/features/5-textile-stocks-in-focus-after-international-fashion-brands-likely-to-divert-their-orders-to-india/,2024-12-10 08:00:00+00:00,Trade Brains,Welspun Living Limited,negative,0.11764705882352941,0.0,0.47058823529411764,0.0,0.8125,1,0,1,0,1,negative,1.4007352941176472,319.0
886,"Garment Mantra Lifestyle Ltd Share Price Today, Stock Price BSE",https://www.businesstoday.in/stocks/garment-mantra-lifestyle-ltd-share-price-366645,2023-01-31 08:53:40+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.25,0,0,0,0,1,negative,0.4264705882352941,629.0
887,"Sybly Industries Ltd Share Price Today, Stock Price BSE",https://www.businesstoday.in/stocks/sybly-industries-ltd-share-price-363564,2023-01-31 08:14:44+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.1875,0,0,0,0,1,negative,0.3639705882352941,663.5
889,"Nandan Denim Ltd Share Price Today, NDL Share Price NSE, BSE",https://www.businesstoday.in/stocks/nandan-denim-ltd-ndl-share-price-363821,2023-01-31 05:49:20+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.1875,0,0,0,0,1,negative,0.3639705882352941,663.5
890,"Welspun India Buyback 2023 Record Date, Price & Ratio Details",https://ipowatch.in/welspun-india-buyback-2023/,2023-04-29 13:33:52+00:00,IPO Watch,,negative,0.0,0.0,0.23529411764705882,0.0,0.4375,0,0,1,0,1,negative,0.6727941176470589,532.5
891,"Mohite Industries Ltd Share Price Today, Stock Price BSE",https://www.businesstoday.in/stocks/mohite-industries-ltd-share-price-364478,2023-01-31 09:45:17+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.1875,0,0,0,0,1,negative,0.3639705882352941,663.5
892,Indo Count Industries Ltd (ICIL) Share Price,https://www.businesstoday.in/stocks/indo-count-industries-ltd-icil-share-price-361884,2023-01-31 05:49:22+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.125,0,0,0,0,1,negative,0.3014705882352941,687.5
893,"TCNS Clothing Co. Ltd Share Price Today, TCNSBRANDS Share Price NSE, BSE",https://www.businesstoday.in/stocks/tcns-clothing-co-ltd-tcnsbrands-share-price-365847,2023-01-30 03:42:16+00:00,Business Today,,negative,0.058823529411764705,0.0,0.11764705882352941,0.0,0.25,0,0,0,0,1,negative,0.4264705882352941,629.0
898,"Top Morning Losers Today: Home First, RITES, ICICI Securities, Natco Pharma, Thermax lead declines [Oct 10]",https://www.businessupturn.com/finance/stock-market/top-morning-losers-today-home-first-rites-icici-securities-natco-pharma-thermax-lead-declines-oct-10/,2024-10-10 07:00:00+00:00,Business Upturn,Welspun Living Limited,positive,0.0,0.0,0.35294117647058826,0.0,0.1875,0,0,1,0,1,positive,0.5404411764705883,590.5
899,PurFi Global and Arvind Limited Announce Plans for State-of-the-Art Facility to Support the Sustainability Goals of Industry Leading Retailers to Use Rejuvenated Fibers in Fashion Apparel and Accessories,https://www.globenewswire.com/news-release/2025/01/16/3010682/0/en/PurFi-Global-and-Arvind-Limited-Announce-Plans-for-State-of-the-Art-Facility-to-Support-the-Sustainability-Goals-of-Industry-Leading-Retailers-to-Use-Rejuvenated-Fibers-in-Fashion-.html,2025-01-16 08:00:00+00:00,GlobeNewswire,Arvind Limited,negative,0.0,0.625,1.0588235294117647,0.14285714285714285,1.9375,0,1,1,1,1,negative,3.7641806722689077,83.0
900,Arvind Ltd Sews Up Profit Thanks To Festive Demand,https://finimize.com/content/arvind-ltd-sews-up-profit-thanks-to-festive-demand,2025-01-28 12:27:36+00:00,Finimize,Arvind Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.0625,0,0,0,0,0,negative,0.1213235294117647,744.0
901,"Earnings Beat: Arvind Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Models",https://simplywall.st/stocks/in/consumer-durables/nse-arvind/arvind-shares/news/earnings-beat-arvind-limited-just-beat-analyst-forecasts-and,2025-01-31 01:52:01+00:00,Simply Wall St,Arvind Limited,negative,0.17647058823529413,0.0,0.7058823529411765,0.0,0.8125,1,0,1,0,1,negative,1.6948529411764706,269.5
902,Arvind Appoints Susheel Kaul Managing Director & President (Textiles Cluster),https://www.textileworld.com/textile-world/people/2024/05/arvind-limited-appoints-mr-susheel-kaul-as-managing-director-president-textiles-cluster/,2024-05-08 07:00:00+00:00,Textile World Magazine,Arvind Limited,negative,0.0,0.0625,0.0,0.0,0.1875,0,0,0,0,1,negative,0.25,695.5
903,Arvind Stock Shows Volatility Amid Mixed Performance in Textile Sector,https://www.marketsmojo.com/news/stocks-in-action/arvind-ltd-stock-gains-5-29-on-february-5-outperforming-sector-by-4-29-745737,2025-02-05 16:12:02+00:00,MarketsMojo,Arvind Limited,positive,0.0,0.0,0.17647058823529413,0.0,0.4375,0,0,1,0,1,positive,0.6139705882352942,552.5
904,"Arvind Limited Reports Earnings Results for the Third Quarter and Nine Months Ended December 31, 2024",https://www.marketscreener.com/quote/stock/ARVIND-LIMITED-6493548/news/Arvind-Limited-Reports-Earnings-Results-for-the-Third-Quarter-and-Nine-Months-Ended-December-31-202-48888303/,2025-01-28 07:45:00+00:00,Marketscreener.com,Arvind Limited,negative,0.0,0.0625,0.17647058823529413,0.0,0.3125,0,0,1,0,1,negative,0.5514705882352942,585.0
905,Arvind Ltd appoints Gurpreet Singh Bhatia as CEO & President of Advanced Materials Division,https://www.storyboard18.com/brand-makers/arvind-ltds-advanced-materials-division-appoints-gurpreet-singh-bhatia-as-ceo-president-50484.htm,2024-12-16 08:00:00+00:00,Storyboard18,Arvind Limited,negative,0.0,0.25,0.058823529411764705,0.0,0.1875,0,1,0,0,1,negative,0.4963235294117647,604.0
906,Arvind Q3 result: Profit jumps 13% on strong festive demand for textiles,https://www.business-standard.com/companies/results/arvind-q3-result-profit-jumps-13-on-strong-festive-demand-for-textiles-125012800615_1.html,2025-01-28 08:00:00+00:00,Business Standard,Arvind Limited,negative,0.0,0.0,0.058823529411764705,0.0,0.0625,0,0,0,0,0,negative,0.1213235294117647,744.0
907,Arvind's Q1 Results: Net profit drops 40% YoY as inflationary pressures weigh,https://m.economictimes.com/markets/stocks/earnings/arvinds-q1-results-net-profit-drops-40-yoy-as-inflationary-pressures-weigh/articleshow/112102021.cms,2024-07-29 07:00:00+00:00,The Economic Times,Arvind Limited,positive,0.058823529411764705,0.0,0.7647058823529411,0.0,1.375,0,0,1,0,1,negative,2.1985294117647056,191.0
908,"Arvind Limited reports 11% growth in consolidated revenue of Rs 2,089 crore for Q3 FY25",https://www.financialexpress.com/business/industry-arvind-limited-reports-11-growth-in-consolidated-revenue-of-rs-2089-crore-for-q3-fy25-3729104/,2025-01-28 19:30:00+00:00,The Financial Express,Arvind Limited,negative,0.11764705882352941,0.0,0.5882352941176471,0.0,0.875,1,0,1,0,1,negative,1.5808823529411766,288.0
909,Workers’ strike eats into Arvind’s Q1 revenues,https://timesofindia.indiatimes.com/city/ahmedabad/arvind-limiteds-q1-revenues-hit-by-workers-strike/articleshow/112121003.cms,2024-07-30 07:00:00+00:00,The Times of India,Arvind Limited,negative,0.23529411764705882,0.0,1.9411764705882353,0.0,0.5625,1,0,1,0,1,negative,2.738970588235294,151.0
910,Arvind Ltd Q3 profit up 13% to Rs 106 cr,https://www.newsdrum.in/business/arvind-ltd-q3-profit-up-13-pc-to-rs-106-cr-8661181,2025-01-28 08:00:00+00:00,NewsDrum,Arvind Limited,negative,0.0,0.0,0.35294117647058826,0.0,0.6875,0,0,1,0,1,negative,1.0404411764705883,408.0
911,Indian firm Arvind Ltd's revenue at $926.69 mn in FY24,https://www.fibre2fashion.com/news/textile-reports-results-news/indian-firm-arvind-ltd-s-revenue-at-926-69-mn-in-fy24-295092-newsdetails.htm,2024-05-06 07:00:00+00:00,Fibre2fashion.com,Arvind Limited,negative,0.058823529411764705,0.0,0.4117647058823529,0.0,0.0625,0,0,1,0,0,negative,0.5330882352941176,595.0
912,"We have emerged as a large, growing real estate company working in three cities: Arvind Management",https://m.economictimes.com/markets/expert-view/we-have-emerged-as-a-large-growing-real-estate-company-working-in-three-cities-arvind-management/articleshow/109780542.cms,2024-05-02 07:00:00+00:00,The Economic Times,Arvind Limited,negative,0.6470588235294118,0.9375,0.4117647058823529,0.35714285714285715,1.9375,1,1,1,1,1,negative,4.290966386554622,67.0
913,The Price Is Right For Arvind Limited (NSE:ARVIND),https://simplywall.st/stocks/in/consumer-durables/nse-arvind/arvind-shares/news/the-price-is-right-for-arvind-limited-nsearvind,2024-11-26 08:00:00+00:00,Simply Wall St,Arvind Limited,negative,0.11764705882352941,0.0,0.23529411764705882,0.0,0.875,1,0,1,0,1,negative,1.2279411764705883,357.0
914,"Arvind Q1 results: Profit dips 37.25% to Rs 43.73 cr, revenue falls 1.2%",https://www.business-standard.com/companies/news/arvind-q1-results-profit-dips-37-25-to-rs-43-73-cr-revenue-falls-1-2-124072901169_1.html,2024-07-29 07:00:00+00:00,Business Standard,Arvind Limited,negative,0.0,0.0,0.11764705882352941,0.0,0.0,0,0,1,0,0,negative,0.11764705882352941,753.0
915,Arvind Ltd Experiences Revision in Stock Evaluation Amid Mixed Performance Metrics,https://www.marketsmojo.com/news/stocks-in-action/arvind-ltd-stock-declines-5-21-on-january-8-underperforming-textile-sector-325023,2025-01-08 06:57:12+00:00,MarketsMojo,Arvind Limited,negative,0.0,0.0,0.17647058823529413,0.0,0.4375,0,0,1,0,1,negative,0.6139705882352942,552.5
916,"Arvind Q2 Results: Net profit slides 25% YoY at Rs 63 cr on to higher expenses, deferred tax provision",https://retail.economictimes.indiatimes.com/news/apparel-fashion/apparel/arvind-q2-results-net-profit-slides-25-yoy-at-rs-63-cr-on-to-higher-expenses-deferred-tax-provision/114688941,2024-10-28 07:00:00+00:00,ETRetail,Arvind Limited,negative,0.7058823529411765,0.0,0.8235294117647058,0.0,0.25,1,0,1,0,1,negative,1.7794117647058822,253.0
917,"Textile stocks Ambika Cotton Mills, Arvind and others soar up to 10% as FM announces 5-year cotton mission",https://www.livemint.com/market/stock-market-news/textile-stocks-arvind-kpr-mill-and-others-soar-up-to-5-as-fm-announces-5-year-cotton-mission-11738391612489.html,2025-02-01 07:04:37+00:00,Mint,Welspun Living Limited,negative,0.35294117647058826,0.125,0.17647058823529413,0.0,0.3125,1,1,1,0,1,negative,0.9669117647058824,429.0
918,Arvind Faces Continued Stock Volatility Amid Broader Market Gains and Sector Underperformance,https://www.marketsmojo.com/news/stocks-in-action/arvind-ltd-stock-declines-5-47-amid-sustained-underperformance-against-sector-and-sensex-346450,2025-01-28 07:11:05+00:00,MarketsMojo,Arvind Limited,positive,0.0,0.0,0.17647058823529413,0.0,0.25,0,0,1,0,1,positive,0.42647058823529416,626.5
919,There's Reason For Concern Over Arvind Fashions Limited's (NSE:ARVINDFASN) Massive 27% Price Jump,https://simplywall.st/stocks/in/retail/nse-arvindfasn/arvind-fashions-shares/news/theres-reason-for-concern-over-arvind-fashions-limiteds-nsea,2024-09-13 07:00:00+00:00,Simply Wall St,Arvind Limited,negative,0.058823529411764705,0.0,0.8235294117647058,0.0,2.375,0,0,1,0,1,negative,3.2573529411764706,116.0
920,Arvind Ltd. and Gap Cut Ribbon on Water Innovation Center,https://sourcingjournal.com/denim/denim-sustainability/arvind-gap-global-water-innovation-center-for-action-denim-sustainability-489450/,2024-01-18 08:00:00+00:00,Sourcing Journal,Arvind Limited,negative,0.058823529411764705,1.6875,0.5294117647058824,0.21428571428571427,0.3125,0,1,1,1,1,negative,2.8025210084033616,143.0
921,Arvind and Lakshyaraj Singh 'own their legacy',https://brandequity.economictimes.indiatimes.com/news/advertising/arvind-and-lakshyaraj-singh-own-their-legacy/113067346,2024-09-04 07:00:00+00:00,ETBrandEquity,Arvind Limited,negative,0.11764705882352941,0.0625,0.11764705882352941,0.0,0.5625,1,0,1,0,1,negative,0.8602941176470589,462.0
922,Arvind share price hits 52-week high as Phillip Capital initiates coverage with a ‘Buy’ call; sees 35% upside,https://www.livemint.com/market/stock-market-news/arvind-share-price-hits-52-week-high-as-phillip-capital-initiates-coverage-with-a-buy-call-sees-35-upside-11720072481537.html,2024-07-04 07:00:00+00:00,Mint,Arvind Limited,negative,0.0,0.0625,0.17647058823529413,0.0,0.8125,0,0,1,0,1,negative,1.0514705882352942,401.0
923,Arvind (NSE:ARVIND) stock performs better than its underlying earnings growth over last five years,https://simplywall.st/stocks/in/consumer-durables/nse-arvind/arvind-shares/news/arvind-nsearvind-stock-performs-better-than-its-underlying-e,2025-01-21 08:00:00+00:00,Simply Wall St,Arvind Limited,negative,0.11764705882352941,0.0,0.29411764705882354,0.0,1.1875,1,0,1,0,1,negative,1.5992647058823528,284.0
